gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	sig
ENSG00000135226	222.27908658319987	-7.065265875421827	1.0352080786993252	2.4699826694990985e-12	9.688958847208292e-10	UGT2B28	Down
ENSG00000126787	1280.3227549529543	4.1557446298910286	0.6507710797780449	3.018123100020334e-12	1.155725567086358e-9	DLGAP5	Up
ENSG00000138160	3974.9136893506447	3.7098747494908566	0.5774164473151203	3.1466027702160736e-12	1.176902612869421e-9	KIF11	Up
ENSG00000165810	1113.7441139130162	-3.7525268217189516	0.5610874464763348	3.2864884468943657e-12	1.2012862202591381e-9	BTNL9	Down
ENSG00000157456	2204.6090869962786	4.013105362320285	0.6330181346033641	4.318038597255982e-12	1.543266994659288e-9	CCNB2	Up
ENSG00000126545	101.57885410478742	-8.059415553845142	1.2041447679852786	5.679075609051769e-12	1.985577674356078e-9	CSN1S1	Down
ENSG00000112984	2193.5663428269686	4.3607587402626455	0.6941354413201464	5.9333702141499215e-12	1.988049857378608e-9	KIF20A	Up
ENSG00000137812	1167.8159275047954	4.31188375171077	0.6871725091574584	5.880962541580292e-12	1.988049857378608e-9	KNL1	Up
ENSG00000123485	1269.2011373647128	4.443546281967971	0.7101692554784609	6.193986200993866e-12	2.0330179606241703e-9	HJURP	Up
ENSG00000145386	1797.608831967809	3.944928546996744	0.6299234863331462	7.247535373033717e-12	2.3312422280900256e-9	CCNA2	Up
ENSG00000148773	9369.48651186106	4.502342289299994	0.7239150725244655	8.84589084187167e-12	2.789577694310237e-9	MKI67	Up
ENSG00000035499	450.96174878416826	3.9078091580095147	0.6274689082108456	9.326847586844511e-12	2.8846863411388512e-9	DEPDC1B	Up
ENSG00000138180	2345.9726968519894	4.7949142463613565	0.7786709767791604	1.0304255234991514e-11	3.1268554140446887e-9	CEP55	Up
ENSG00000129810	350.0771940551275	4.359280203755752	0.7053223015647911	1.1005051977196583e-11	3.218077289986412e-9	SGO1	Up
ENSG00000163815	527.855365123414	-4.028305431296793	0.6184913868546107	1.0977824948466217e-11	3.218077289986412e-9	CLEC3B	Down
ENSG00000112742	1396.0987670577986	3.7719384313084205	0.6086711973264182	1.390376671341543e-11	3.993112143783221e-9	TTK	Up
ENSG00000164611	1474.8382108198575	3.4789848364373523	0.5641778589429127	1.592389464917293e-11	4.493052590221898e-9	PTTG1	Up
ENSG00000121152	1569.9275739120721	4.01624538667934	0.6643371282652986	2.6876599422350084e-11	7.452695663959593e-9	NCAPH	Up
ENSG00000164619	87.89304422216493	-3.059320525087483	0.48232165975344177	2.7421771638242918e-11	7.474989038268827e-9	BMPER	Down
ENSG00000175063	2872.360286805634	4.691788295225249	0.7821501886603857	2.8994605713662398e-11	7.772004061547205e-9	UBE2C	Up
ENSG00000080986	1221.3488105561883	4.041424274447346	0.6723897493694039	3.297799699220186e-11	8.694838125009549e-9	NDC80	Up
ENSG00000126895	123.32065651592383	-3.356773826486259	0.53137758876207275	3.4114174708486674e-11	8.84932696510631e-9	AVPR2	Down
ENSG00000135476	1335.7792129432667	3.4250105590015325	0.5665593955341467	3.480875195828417e-11	8.88617710706483e-9	ESPL1	Up
ENSG00000142945	1769.0653111220813	3.6614620101768334	0.608920867563093	3.978299798656387e-11	9.852366663261295e-9	KIF2C	Up
ENSG00000149575	161.07501384107837	-3.6413794015464953	0.5793573142755679	3.981868016613717e-11	9.852366663261295e-9	SCN2B	Down
ENSG00000099953	9652.158480479748	5.447674197398712	0.9289622776767097	4.842135952860281e-11	1.179940492876544e-8	MMP11	Up
ENSG00000152253	526.1820757892172	2.949404501344721	0.48883789474843015	5.0500392743853327e-11	1.2122355470140196e-8	SPC25	Up
ENSG00000237649	3339.945779865114	3.7713935209806575	0.6334314885739977	5.73787236439851e-11	1.3570911946561947e-8	KIFC1	Up
ENSG00000081041	409.76682721307645	-3.953636261271683	0.6338620913203058	6.285672456767032e-11	1.4651082626403504e-8	CXCL2	Down
ENSG00000198826	1465.3817267228296	3.6324607408263487	0.6136085878119137	7.199841756160913e-11	1.6542150709190854e-8	ARHGAP11A	Up
ENSG00000111206	5229.9531921481475	4.9153449666218085	0.843135460502519	7.341694024758438e-11	1.663048802819577e-8	FOXM1	Up
ENSG00000109805	1429.7444854325179	4.229560311410427	0.7269021763961065	9.911756901830232e-11	2.214038697946328e-8	NCAPG	Up
ENSG00000119314	11215.010048964074	1.3153778263146652	0.21433765526310178	1.0581454267326258e-10	2.331253821663126e-8	PTBP3	Up
ENSG00000159263	362.49225243639785	6.868366210536713	1.1980132097215859	1.0984237047478146e-10	2.387290330197176e-8	SIM2	Up
ENSG00000075218	1131.154240736458	4.181166339515694	0.7214824898918099	1.1239394059057865e-10	2.4101756620243685e-8	GTSE1	Up
ENSG00000170373	393.33856900051114	10.424513542146201	2.0040307335364935	1.2110374091435549e-10	2.5627782435862885e-8	CST1	Up
ENSG00000167779	1859.6402870070879	-3.8565188128265286	0.6310414894659824	1.414008156237304e-10	2.953440672307086e-8	IGFBP6	Down
ENSG00000186994	211.04996291827186	-2.646488164254176	0.43689216967869693	1.7474927223431712e-10	3.603195570954516e-8	KANK3	Down
ENSG00000154839	520.0219101611715	3.630626840325924	0.6301739476733302	1.815968722287632e-10	3.650778120068998e-8	SKA1	Up
ENSG00000206384	528.9555818680033	-4.170818903313985	0.6865276293841356	1.8101267132703043e-10	3.650778120068998e-8	COL6A6	Down
ENSG00000134690	2044.472343038742	3.8447761749532368	0.6714666811400863	1.9506235366637332e-10	3.873071400020101e-8	CDCA8	Up
ENSG00000029993	4110.851803007257	2.5742212178788644	0.4423190635566519	2.4721248010428266e-10	4.7902630331532266e-8	HMGB3	Up
ENSG00000180914	4202.797366262871	-4.556789194659915	0.7538569716267641	2.464402843954232e-10	4.7902630331532266e-8	OXTR	Down
ENSG00000115163	511.3696162539222	4.235714957252572	0.749983904720274	2.757965598051582e-10	5.2805191325551905e-8	CENPA	Up
ENSG00000138755	6382.2790974324325	5.052251611312128	0.9025951047129561	2.864744259564668e-10	5.420433167832771e-8	CXCL9	Up
ENSG00000121621	683.7137408494203	3.3293350145403835	0.583395936498006	3.1079045203135914e-10	5.8121428372329636e-8	KIF18A	Up
ENSG00000171241	1078.5298038982248	3.8584297289861547	0.6826139070038748	3.2135848635846666e-10	5.9406994667853095e-8	SHCBP1	Up
ENSG00000076382	1700.7710455973922	2.666399111933141	0.46258765904418225	3.2909166165259385e-10	5.994955027388972e-8	SPAG5	Up
ENSG00000111665	1127.9041957145341	3.7409032125390094	0.6608884601756971	3.3174842842605144e-10	5.994955027388972e-8	CDCA3	Up
ENSG00000140525	3065.572786863933	2.8075879554760927	0.48827127022818057	3.665824404605891e-10	6.550828211030727e-8	FANCI	Up
ENSG00000154134	406.9122031549569	-2.3443650512279413	0.3950088771537321	3.7362544404401946e-10	6.603316501714247e-8	ROBO3	Down
ENSG00000169245	6054.5330837966985	6.246943371262831	1.1505066708218408	4.4205583025190623e-10	7.727808606458052e-8	CXCL10	Up
ENSG00000156413	78.91343619788876	-4.293718931515065	0.7306653216922323	4.798152173026835e-10	8.297707677289309e-8	FUT6	Down
ENSG00000215784	59.35411295028624	4.299274217525846	0.7616128051409993	4.916788713323824e-10	8.412416263445433e-8	FAM72D	Up
ENSG00000102384	454.7172468970787	3.181745524477248	0.5660478720756029	5.139960663228842e-10	8.701682878600997e-8	CENPI	Up
ENSG00000165092	2192.8186620896117	-2.5913692487843845	0.4417134744837964	5.465848123528049e-10	9.157003684448085e-8	ALDH1A1	Down
ENSG00000169418	1484.63021569099	-3.2454148688114204	0.5543253617538281	6.12034385008926e-10	1.0147782488761398e-7	NPR1	Down
ENSG00000088992	498.77783268292455	-4.12222394069944	0.70283798751432	6.360820871237618e-10	1.0438885925725982e-7	TESC	Down
ENSG00000029559	108.40035121331303	7.80502455331228	1.4125018654966943	7.164868115978806e-10	1.1639653930231026e-7	IBSP	Up
ENSG00000117399	2667.5631171148934	3.994920827452308	0.7242521272558501	7.312867718073932e-10	1.1761285150978306e-7	CDC20	Up
ENSG00000185686	2083.658024310974	7.93065053459649	1.520840760429792	7.416633787334285e-10	1.1810071406108644e-7	PRAME	Up
ENSG00000104490	1976.2581598569857	-0.8004206739147268	0.4676088410309735	7.605806972802622e-10	1.1992567994469075e-7	NCALD	NS
ENSG00000185480	416.1063552889267	2.598385122356311	0.4630598605547696	7.919534419673788e-10	1.2366006997244033e-7	PARPBP	Up
ENSG00000227471	330.6042867641047	-5.755560571224615	0.9840522379002985	9.184793079472832e-10	1.4203752605496303e-7	AKR1B15	Down
ENSG00000186871	506.730087528426	3.3582649613480373	0.6165207948173477	1.2092851064566697e-9	1.852279273061202e-7	ERCC6L	Up
ENSG00000120049	1048.3942412348756	-4.29864572921659	0.7453328800154754	1.2469366963651837e-9	1.8760977075627957e-7	KCNIP2	Down
ENSG00000178999	1051.7739786561426	4.1487876411863045	0.7724142780192194	1.2481654834870305e-9	1.8760977075627957e-7	AURKB	Up
ENSG00000124205	372.5058487758415	-5.021347068022252	0.867350802445458	1.264991699768177e-9	1.8837834729047768e-7	EDN3	Down
ENSG00000170509	43.3646562043031	-4.269719010812188	0.7430907120352938	1.2962592790694157e-9	1.912636512410405e-7	HSD17B13	Down
ENSG00000183807	47.41378196104356	-2.862594252424398	0.5006077600818112	1.3082262018872014e-9	1.9127456368138054e-7	FAM162B	Down
ENSG00000123473	1308.8261957908808	2.862944817187233	0.5214595816237856	1.3573000185359872e-9	1.9666176755057914e-7	STIL	Up
ENSG00000277494	464.22918459942986	-4.091780754231882	0.7137703642871531	1.4473128480256728e-9	2.0783154048925799e-7	GPIHBP1	Down
ENSG00000181234	593.8485464178664	-4.735635629455408	0.8258409392934323	1.5864486013582486e-9	2.2579515801455495e-7	TMEM132C	Down
ENSG00000164109	2281.3018883424365	2.969901349473444	0.5463028747153219	1.757117957079728e-9	2.4789235178695844e-7	MAD2L1	Up
ENSG00000168078	1038.080134119857	3.871952976122202	0.7252732944148592	1.7889027919549788e-9	2.5018194437401676e-7	PBK	Up
ENSG00000189058	29114.560460453336	-4.786800042533515	0.8370763730495612	1.8162041729761898e-9	2.5181044581013847e-7	APOD	Down
ENSG00000165304	1845.1840234045328	4.771033361067937	0.9072874591495411	1.8559315091190946e-9	2.551192005227555e-7	MELK	Up
ENSG00000101003	1199.7597231675763	2.7870395762758746	0.5131783720232872	1.979562006869995e-9	2.653107979707511e-7	GINS1	Up
ENSG00000144908	509.11271171036117	-4.504204965305207	0.791220136967205	1.9793550447393275e-9	2.653107979707511e-7	ALDH1L1	Down
ENSG00000171320	531.9444667765164	3.6952729568381186	0.6935776622192897	1.966326478288912e-9	2.653107979707511e-7	ESCO2	Up
ENSG00000119927	5605.0337678150045	-3.1514706350779007	0.5575238685790006	2.0440092244525045e-9	2.7168430046999697e-7	GPAM	Down
ENSG00000154721	1238.2060991185624	-2.202268830814579	0.3897682403820628	2.0846951384706443e-9	2.7482091731166695e-7	JAM2	Down
ENSG00000123243	3138.311623827696	-3.2588506764028513	0.578275321493671	2.2266436367701577e-9	2.911472326030443e-7	ITIH5	Down
ENSG00000188610	130.9351324131348	4.051457611857541	0.7678263695011811	2.3513165125114846e-9	3.0496954411872744e-7	FAM72B	Up
ENSG00000151632	969.2583044902558	-4.471952221703896	0.7933947992954369	2.71492711353748e-9	3.493133821361863e-7	AKR1C2	Down
ENSG00000068489	3625.347932247213	4.599186122533617	0.8889569541793851	3.114933429424583e-9	3.975990027415521e-7	PRR11	Up
ENSG00000137225	186.37327804860826	-2.9679762853135174	0.5332147889234317	3.3009842746386363e-9	4.180293707796314e-7	CAPN11	Down
ENSG00000075702	832.8232211871747	3.0287069424510804	0.571366255450095	3.3927907259959888e-9	4.262988534858866e-7	WDR62	Up
ENSG00000180660	196.93176744113495	-3.708435650586699	0.6675439107348876	3.7003997176372654e-9	4.613451834012414e-7	MAB21L1	Down
ENSG00000104415	787.5458958270843	3.602805826239647	0.6910446212568337	3.749651939955814e-9	4.6388963192545665e-7	CCN4	Up
ENSG00000169129	1325.337648249186	-1.9727684319365322	0.3562433839945647	4.165582281377718e-9	5.114126704686859e-7	AFAP1L2	Down
ENSG00000166803	351.1126009129216	3.2919707360100436	0.6313054432544875	4.287434597430665e-9	5.223849290187681e-7	PCLAF	Up
ENSG00000130307	161.61740025214905	-2.2205462791842785	0.40239338556394744	4.346220574244662e-9	5.240871339866956e-7	USHBP1	Down
ENSG00000143476	2228.126767911514	3.6531926526808616	0.7038307659548684	4.3665781231248645e-9	5.240871339866956e-7	DTL	Up
ENSG00000186185	908.0629630211433	4.389872347029761	0.8587255996454142	4.622364218820403e-9	5.50677657268804e-7	KIF18B	Up
ENSG00000177363	319.1307440205636	-4.097703373175774	0.7441512900432895	5.1585222246339994e-9	6.100331833734457e-7	LRRN4CL	Down
ENSG00000126218	215.40995864584423	-3.0559732289760575	0.5590746412477443	5.526620852625407e-9	6.487930158596674e-7	F10	Down
ENSG00000024526	873.548371501368	4.367923646481211	0.8647686839056262	6.429184135099789e-9	7.492794814841297e-7	DEPDC1	Up
ENSG00000123975	2092.6644910580117	2.847330154267725	0.5489069350924195	6.601404140698816e-9	7.638157035601372e-7	CKS2	Up
ENSG00000278023	46.31857705687534	3.2444493224352344	0.6199824831826725	6.943024122662913e-9	7.97604692605626e-7	RDM1	Up
ENSG00000049249	158.3573090533187	4.106271567048443	0.8092110782660571	7.400376316517014e-9	8.350136299894923e-7	TNFRSF9	Up
ENSG00000079102	489.25194223039614	-2.3414574135083477	0.4318666160034797	7.424420138562296e-9	8.350136299894923e-7	RUNX1T1	Down
ENSG00000146670	2351.797797675504	3.5122454208022793	0.6890587767959071	7.3415689896477705e-9	8.350136299894923e-7	CDCA5	Up
ENSG00000168497	1453.7712496583038	-3.802313780903228	0.7009915411847661	8.103227573936768e-9	9.050292296640628e-7	CAVIN2	Down
ENSG00000079435	3885.3485321001394	-4.002926205772006	0.7427429839638923	9.795981293395148e-9	1.0865432216667183e-6	LIPE	Down
ENSG00000065328	1181.6316384662305	4.307640895335773	0.8687828877593936	1.0538661198002958e-8	1.1448407783550846e-6	MCM10	Up
ENSG00000091651	708.6913135925888	3.392082334242879	0.6734485248665668	1.0435933664628497e-8	1.1448407783550846e-6	ORC6	Up
ENSG00000108381	174.52869620261356	-3.493836146415588	0.65088903421583	1.0488481191208523e-8	1.1448407783550846e-6	ASPA	Down
ENSG00000184661	1433.7894131304113	4.472368064438996	0.9062005912409631	1.0606309517808095e-8	1.1448407783550846e-6	CDCA2	Up
ENSG00000170323	13548.630015850993	-4.933950752480619	0.9089510533719958	1.0847416287822293e-8	1.1630599743803064e-6	FABP4	Down
ENSG00000113810	5380.545990850221	2.8254151654684363	0.5507462021009676	1.1668248804404362e-8	1.2427844074253997e-6	SMC4	Up
ENSG00000133710	59.4124596048663	-3.8504259654068482	0.7193499670990587	1.1811932118460456e-8	1.2498112122447338e-6	SPINK5	Down
ENSG00000175305	349.1267648109631	3.7949081487711447	0.48551655684097644	1.2070152154521501e-8	1.2687859941252896e-6	CCNE2	Up
ENSG00000123612	825.9826446433598	-4.620832580633971	0.8602915853549536	1.2444766127213954e-8	1.2996699585972858e-6	ACVR1C	Down
ENSG00000156802	7966.296110715257	3.1617104889745034	0.6245629032230824	1.2623729208062368e-8	1.3098544313114006e-6	ATAD2	Up
ENSG00000104549	7107.187865771245	2.745220839784831	0.5360644539303557	1.320291771027564e-8	1.3611700354766867e-6	SQLE	Up
ENSG00000100526	629.8423775971637	3.3133338537266956	0.6633231075570863	1.3348483767218862e-8	1.3674118753387323e-6	CDKN3	Up
ENSG00000168334	189.5955021641893	6.107619437715107	1.262611463014674	1.4053727135177067e-8	1.4305448956648908e-6	XIRP1	Up
ENSG00000248144	282.3274106941849	-4.5208918652805385	0.8563486638481553	1.9840465940728414e-8	2.0068818473253777e-6	ADH1C	Down
ENSG00000149090	1326.4240202373112	-3.6424005612710872	0.6944311252412889	2.1055714596240823e-8	2.1014318269167496e-6	PAMR1	Down
ENSG00000174013	2736.9439048365084	1.687635233513955	0.32894364298774204	2.0914443502519333e-8	2.1014318269167496e-6	FBXO45	Up
ENSG00000182600	341.7261073227899	-3.6584877659807895	0.6978692966984058	2.1167192436766367e-8	2.1014318269167496e-6	SNORC	Down
ENSG00000146966	471.61377671158607	-1.059478701697383	0.4382568257301647	2.16718342700779e-8	2.1383319666605083e-6	DENND2A	Down
ENSG00000152154	292.6321092646952	-2.9292909088736483	0.5612069974294649	2.200147304299682e-8	2.15762006677145e-6	TMEM178A	Down
ENSG00000132561	3832.636212676777	-3.0343156894387375	0.5953590340717466	2.2852775879912987e-8	2.2275223907675185e-6	MATN2	Down
ENSG00000122952	2730.8115278379773	2.7063792651928176	0.5450065650822361	2.30260994235112e-8	2.2308961266766906e-6	ZWINT	Up
ENSG00000182481	16180.70890535957	3.4001672204490125	0.6837666243272527	2.460497273295621e-8	2.369591475833142e-6	KPNA2	Up
ENSG00000171848	4189.3566356553965	3.8145176473541094	0.7896103944831084	2.4761318195840266e-8	2.370454050855351e-6	RRM2	Up
ENSG00000174371	973.215104462353	3.797500401308731	0.7905426650527093	2.806884045560012e-8	2.6711903020557205e-6	EXO1	Up
ENSG00000165480	999.3550357345518	3.7492697810715137	0.779513109338775	2.82959133209331e-8	2.676959846709218e-6	SKA3	Up
ENSG00000111247	1793.0329961742275	4.072606099667082	0.8534342761784421	3.047557345557525e-8	2.849643301662888e-6	RAD51AP1	Up
ENSG00000164330	1251.0498952591877	-2.9111211149349647	0.5641207623816935	3.040449802970311e-8	2.849643301662888e-6	EBF1	Down
ENSG00000051341	686.560702384597	3.4611166168208336	0.7192069255191359	3.068118468231207e-8	2.8522860881250006e-6	POLQ	Up
ENSG00000146410	338.99195547279277	3.5701913538771026	0.751442694420776	3.9413867379600104e-8	3.6430645348626923e-6	MTFR2	Up
ENSG00000182463	1626.7671598555655	-2.7184704134556794	0.5323790174064015	4.0394937882313526e-8	3.712410205492848e-6	TSHZ2	Down
ENSG00000077274	832.9397142994402	-4.1830933610183605	0.8164222540246124	4.2599544741693744e-8	3.8927754436401166e-06	CAPN6	Down
ENSG00000123219	387.58185893482187	2.4686877930829767	0.5078856628720966	4.344238712760531e-8	3.947366735442238e-6	CENPK	Up
ENSG00000186642	974.6953670724281	-2.500218604886553	0.492202045164857	4.611407801432905e-8	4.166588296092438e-6	PDE2A	Down
ENSG00000163808	807.4657469928062	3.218365575681701	0.6771288757265173	4.718313051582306e-8	4.2393647379105154e-06	KIF15	Up
ENSG00000168874	357.8424962209505	-2.8051067977202315	0.553470258955368	4.951108845896276e-8	4.4238157538083225e-6	ATOH8	Down
ENSG00000189129	594.0732302905616	-3.505489261747959	0.6915739817582038	5.119972741381932e-8	4.5494210828533485e-6	PLAC9	Down
ENSG00000128918	303.31614238219277	-3.2552366995317525	0.6432337691958248	5.229710806072074e-8	4.621397741431712e-6	ALDH1A2	Down
ENSG00000115414	160761.27545089513	3.69762262475324	0.7885851659690808	5.376665935533039e-8	4.725296078752889e-6	FN1	Up
ENSG00000113368	4299.063150851711	2.855176858962674	0.597246412360407	5.5862831927604704e-8	4.882836553759057e-6	LMNB1	Up
ENSG00000143493	2872.7842454388174	1.5966535108053252	0.32321966457359436	6.226295892643322e-8	5.412838748182841e-6	INTS7	Up
ENSG00000120334	708.3483255266781	2.0084162079611585	0.41404984771495973	6.46205621611828e-8	5.498902122953985e-6	CENPL	Up
ENSG00000135218	12088.35770621367	-3.867082931552274	0.7698388113131787	6.457337334504472e-8	5.498902122953985e-6	CD36	Down
ENSG00000197046	199.9997171372909	-2.8407321696521555	0.5668762857392872	6.363452349559844e-8	5.498902122953985e-6	SIGLEC15	Down
ENSG00000197769	61.738497813346264	-3.6265972695629407	0.7218652297812345	6.428896843971302e-8	5.498902122953985e-6	MAP1LC3C	Down
ENSG00000163507	1046.6030025584078	2.8623243248422545	0.6037259031569602	6.524984092682174e-8	5.523227324347758e-6	CIP2A	Up
ENSG00000122641	3375.3281977682914	3.8710665331743606	0.8366084880011428	6.91030042371692e-8	5.788456339304125e-6	INHBA	Up
ENSG00000169248	585.0769427720578	6.366647377112089	1.0063686848687556	6.880307526626074e-8	5.788456339304125e-6	CXCL11	Up
ENSG00000169744	1074.2844085281324	-2.1272424611191463	0.425443310637414	7.324957762748759e-8	6.104004958460533e-6	LDB2	Down
ENSG00000197766	2636.3764145434925	-3.666199439403631	0.7316663443656501	7.380610767436275e-8	6.118678503746268e-6	CFD	Down
ENSG00000136960	2411.2145910249	-0.26177573536717447	0.39946834617004934	7.676328735388354e-8	6.298897706696474e-6	ENPP2	NS
ENSG00000163239	79.7551085210861	-2.7681221652531414	0.5560523491205949	7.654899162358767e-8	6.298897706696474e-6	TDRD10	Down
ENSG00000157150	463.59882488733393	-4.152924884342584	0.8295378625696245	7.81965892691204e-8	6.38393779297088e-6	TIMP4	Down
ENSG00000146374	335.0723930763475	-2.9846577163154078	0.6006359389555811	8.220634289426373e-8	6.677397034184058e-6	RSPO3	Down
ENSG00000101955	1648.1609846207207	-2.5966846982953853	0.522811767394952	8.277002665359002e-8	6.689398686782353e-6	SRPX	Down
ENSG00000163535	877.098290496673	1.8383339881145615	0.37951259748162325	8.327569915957216e-8	6.696615347916996e-6	SGO2	Up
ENSG00000060718	4671.329376633051	4.871248638150704	1.0907245723215397	8.579218714670183e-8	6.864655452141321e-6	COL11A1	Up
ENSG00000129467	750.2546449457105	-2.134100919539504	0.42972515408303924	8.755614961573569e-8	6.971116605296422e-6	ADCY4	Down
ENSG00000109956	167.94532554459656	-0.12884470884675459	0.41745486513705127	8.954521788162925e-8	7.094363247242578e-6	B3GAT1	NS
ENSG00000164946	404.03761978042843	-3.6434101306175535	0.7349495491072089	9.370301321758047e-8	7.387380203815426e-6	FREM1	Down
ENSG00000169760	66.67770282400052	-3.292631264836237	0.6688027196369051	1.030481862144569e-7	8.084507214083464e-6	NLGN1	Down
ENSG00000145416	846.4460073756835	1.6643476186501485	0.34519201819771983	1.0476590966198869e-7	8.179369539290118e-6	MARCHF1	Up
ENSG00000129195	626.8811934689465	3.672767903771358	0.8120093876638722	1.099839906881068e-7	8.504194818446259e-6	PIMREG	Up
ENSG00000196550	99.17857598299629	3.3734043389245576	0.7395637966363837	1.0978948261195075e-7	8.504194818446259e-6	FAM72A	Up
ENSG00000101057	5889.4047450107555	4.529032402510983	1.0165189493123432	1.1274069364167926e-7	8.6756391188475e-6	MYBL2	Up
